-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.08 0.02 0.024 0.052 0.034 0 0 0
-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.16 0.04 0.048 0.104 0.068 0 0 0
-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.24 0.06 0.072 0.156 0.102 0 0 0
-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.32 0.08 0.096 0.208 0.136 0 0 0
-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.4 0.1 0.12 0.26 0.17 0 0 0
-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.48 0.12 0.144 0.312 0.204 0 0 0
-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.56 0.14 0.168 0.364 0.238 0 0 0
-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.64 0.16 0.192 0.416 0.272 0 0 0
-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.72 0.18 0.216 0.468 0.306 0 0 0
-0.345 0.13 0.47 0.39 0.74 -0.17 0.2 0 0.8 0.2 0.24 0.52 0.34 0 0 0
