0.05978 0 0.04078 0.04005 0.04405 0.0446 0.0436 0.05072
0.11956 0 0.08156 0.0801 0.0881 0.0892 0.0872 0.10144
0.17934 0 0.12234 0.12015 0.13215 0.1338 0.1308 0.15216
0.23912 0 0.16312 0.1602 0.1762 0.1784 0.1744 0.20288
0.2989 0 0.2039 0.20025 0.22025 0.223 0.218 0.2536
0.35868 0 0.24468 0.2403 0.2643 0.2676 0.2616 0.30432
0.41846 0 0.28546 0.28035 0.30835 0.3122 0.3052 0.35504
0.47824 0 0.32624 0.3204 0.3524 0.3568 0.3488 0.40576
0.53802 0 0.36702 0.36045 0.39645 0.4014 0.3924 0.45648
0.5978 0 0.4078 0.4005 0.4405 0.446 0.436 0.5072
